VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL
6.0,180.0,2.91,180.0,2.834,-2.834,0.0,Sym Spin
6.0,179.0,2.90,178.0,2.840,-2.839,0.0,Sym Spin
6.0,178.0,2.90,176.0,2.847,-2.846,0.1,Sym Spin
6.0,177.0,2.89,174.0,2.856,-2.852,0.1,Sym Spin
6.0,176.0,2.89,172.0,2.864,-2.857,0.1,Sym Spin
6.0,175.0,2.89,170.0,2.874,-2.863,0.1,Sym Spin
6.0,174.0,2.89,168.0,2.885,-2.870,0.1,Sym Spin
6.0,173.0,2.88,166.0,2.898,-2.876,0.1,Sym Spin
6.0,172.0,2.89,163.9,2.911,-2.883,0.1,Sym Spin
6.0,171.0,2.89,161.9,2.925,-2.889,0.1,Sym Spin
6.0,170.0,2.89,159.8,2.940,-2.895,0.2,Sym Spin
6.0,169.0,2.89,157.8,2.956,-2.902,0.2,Sym Spin
6.0,168.0,2.90,155.7,2.973,-2.908,0.2,Sym Spin
6.0,167.0,2.90,153.6,2.991,-2.914,0.2,Sym Spin
6.0,166.0,2.91,151.5,3.010,-2.921,0.2,Sym Spin
6.0,165.0,2.92,149.4,3.030,-2.927,0.2,Sym Spin
6.0,164.0,2.93,147.3,3.051,-2.933,0.2,Sym Spin
6.0,163.0,2.94,145.2,3.073,-2.939,0.2,Sym Spin
6.0,162.0,2.95,143.1,3.097,-2.945,0.3,Sym Spin
6.0,161.0,2.97,141.0,3.121,-2.951,0.3,Sym Spin
6.0,160.0,2.98,138.9,3.146,-2.956,0.3,Sym Spin
6.0,159.0,3.00,136.7,3.173,-2.962,0.3,Sym Spin
6.0,158.0,3.02,134.6,3.200,-2.967,0.3,Sym Spin
6.0,157.0,3.04,132.5,3.228,-2.972,0.3,Sym Spin
6.0,156.0,3.06,130.4,3.258,-2.976,0.4,Sym Spin
6.0,155.0,3.09,128.3,3.288,-2.980,0.4,Sym Spin
6.0,154.0,3.12,126.2,3.320,-2.984,0.4,Sym Spin
6.0,153.0,3.14,124.1,3.353,-2.987,0.4,Sym Spin
6.0,152.0,3.18,122.0,3.386,-2.990,0.4,Sym Spin
6.0,151.0,3.21,119.9,3.420,-2.991,0.5,Sym Spin
6.0,150.0,3.25,117.8,3.455,-2.992,0.5,Sym Spin
6.0,149.0,3.28,115.8,3.491,-2.992,0.5,Sym Spin
6.0,148.0,3.32,113.8,3.527,-2.991,0.5,Sym Spin
6.0,147.0,3.37,111.8,3.564,-2.989,0.6,Sym Spin
6.0,146.0,3.41,109.8,3.603,-2.987,0.6,Sym Spin
6.0,145.0,3.46,107.8,3.642,-2.983,0.6,Sym Spin
6.0,144.0,3.51,105.9,3.682,-2.979,0.7,Sym Spin
6.0,143.0,3.56,104.0,3.724,-2.974,0.7,Sym Spin
6.0,142.0,3.61,102.1,3.766,-2.968,0.7,Sym Spin
6.0,141.0,3.67,100.2,3.810,-2.961,0.8,Sym Spin
6.0,140.0,3.73,98.4,3.855,-2.953,0.8,Sym Spin
6.0,139.0,3.79,96.5,3.901,-2.944,0.8,Sym Spin
6.0,138.0,3.85,94.7,3.947,-2.933,0.9,Sym Spin
6.0,137.0,3.92,93.0,3.995,-2.922,0.9,Sym Spin
6.0,136.0,3.99,91.2,4.044,-2.909,1.0,Sym Spin
6.0,135.0,4.06,89.5,4.094,-2.895,1.0,Sym Spin
6.0,134.0,4.13,87.8,4.144,-2.879,1.0,Sym Spin
6.0,133.0,4.21,86.2,4.196,-2.862,1.1,Sym Spin
6.0,132.0,4.28,84.5,4.249,-2.843,1.2,Sym Spin
6.0,131.0,4.36,82.9,4.303,-2.823,1.2,Sym Spin
6.0,130.0,4.45,81.4,4.357,-2.801,1.3,Sym Spin
6.0,129.0,4.53,79.8,4.411,-2.776,1.3,Sym Spin
6.0,128.0,4.62,78.4,4.465,-2.749,1.4,Sym Spin
6.0,127.0,4.71,76.9,4.518,-2.719,1.4,Sym Spin
6.0,126.0,4.79,75.5,4.570,-2.686,1.5,Sym Spin
6.0,125.0,4.89,74.2,4.621,-2.650,1.6,Sym Spin
6.0,124.0,4.98,72.9,4.670,-2.611,1.6,Sym Spin
6.0,123.0,5.07,71.7,4.717,-2.569,1.7,Sym Spin
6.0,122.0,5.16,70.5,4.763,-2.524,1.8,Sym Spin
6.0,121.0,5.26,69.4,4.808,-2.476,1.8,Sym Spin
6.0,120.0,5.35,68.3,4.851,-2.425,1.9,Sym Spin
6.0,119.0,5.44,67.2,4.892,-2.372,2.0,Sym Spin
6.0,118.0,5.54,66.2,4.932,-2.315,2.0,Sym Spin
6.0,117.0,5.63,65.2,4.970,-2.256,2.1,Sym Spin
6.0,116.0,5.73,64.2,5.007,-2.195,2.2,Sym Spin
6.0,115.0,5.82,63.3,5.041,-2.130,2.2,Sym Spin
6.0,114.0,5.92,62.4,5.074,-2.064,2.3,Sym Spin
6.0,113.0,6.01,61.5,5.104,-1.994,2.4,Sym Spin
6.0,112.0,6.10,60.7,5.133,-1.923,2.4,Sym Spin
6.0,111.0,6.19,59.9,5.161,-1.850,2.5,Sym Spin
6.0,110.0,6.28,59.1,5.187,-1.774,2.5,Sym Spin
6.0,109.0,6.37,58.3,5.212,-1.697,2.6,Sym Spin
6.0,108.0,6.46,57.6,5.235,-1.618,2.6,Sym Spin
6.0,107.0,6.55,56.9,5.257,-1.537,2.7,Sym Spin
6.0,106.0,6.64,56.2,5.277,-1.454,2.8,Sym Spin
6.0,105.0,6.73,55.5,5.295,-1.370,2.8,Sym Spin
6.0,104.0,6.81,54.8,5.312,-1.285,2.9,Sym Spin
6.0,103.0,6.90,54.1,5.328,-1.198,2.9,Sym Spin
6.0,102.0,6.98,53.5,5.342,-1.111,3.0,Sym Spin
6.0,101.0,7.06,52.9,5.354,-1.022,3.0,Sym Spin
6.0,100.0,7.14,52.3,5.365,-0.932,3.1,Sym Spin
6.0,99.0,7.22,51.7,5.374,-0.841,3.1,Sym Spin
6.0,98.0,7.30,51.1,5.382,-0.749,3.2,Sym Spin
6.0,97.0,7.38,50.5,5.388,-0.657,3.3,Sym Spin
6.0,96.0,7.45,49.9,5.393,-0.564,3.3,Sym Spin
6.0,95.0,7.53,49.4,5.395,-0.470,3.4,Sym Spin
6.0,94.0,7.60,48.8,5.404,-0.377,3.4,Sym Spin
6.0,93.0,7.67,48.3,5.402,-0.283,3.5,Sym Spin
6.0,92.0,7.74,47.8,5.398,-0.188,3.5,Sym Spin
6.0,91.0,7.80,47.3,5.392,-0.094,3.5,Sym Spin
6.0,90.0,7.87,46.8,5.384,0.000,3.6,Sym Spin
6.0,89.0,7.93,46.3,5.375,0.094,3.6,Sym Spin
6.0,88.0,7.99,45.8,5.364,0.187,3.7,Sym Spin
6.0,87.0,8.05,45.3,5.350,0.280,3.7,Sym Spin
6.0,86.0,8.10,44.9,5.335,0.372,3.7,Sym Spin
6.0,85.0,8.16,44.4,5.318,0.464,3.8,Sym Spin
6.0,84.0,8.21,44.0,5.298,0.554,3.8,Sym Spin
6.0,83.0,8.25,43.6,5.276,0.643,3.8,Sym Spin
6.0,82.0,8.30,43.1,5.251,0.731,3.8,Sym Spin
6.0,81.0,8.34,42.7,5.223,0.817,3.8,Sym Spin
6.0,80.0,8.38,42.3,5.193,0.902,3.8,Sym Spin
6.0,79.0,8.42,41.9,5.161,0.985,3.8,Sym Spin
6.0,78.0,8.45,41.6,5.125,1.066,3.8,Sym Spin
6.0,77.0,8.48,41.2,5.088,1.145,3.8,Sym Spin
6.0,76.0,8.51,40.8,5.048,1.221,3.8,Sym Spin
6.0,75.0,8.53,40.4,5.006,1.296,3.8,Sym Spin
6.0,74.0,8.56,40.1,4.962,1.368,3.7,Sym Spin
6.0,73.0,8.58,39.7,4.916,1.437,3.7,Sym Spin
6.0,72.0,8.59,39.4,4.867,1.504,3.7,Sym Spin
6.0,71.0,8.61,39.0,4.816,1.568,3.6,Sym Spin
6.0,70.0,8.62,38.7,4.763,1.629,3.6,Sym Spin
6.0,69.0,8.63,38.3,4.707,1.687,3.5,Sym Spin
6.0,68.0,8.63,38.0,4.648,1.741,3.5,Sym Spin
6.0,67.0,8.63,37.7,4.585,1.792,3.4,Sym Spin
6.0,66.0,8.63,37.4,4.519,1.838,3.3,Sym Spin
6.0,65.0,8.62,37.1,4.450,1.881,3.3,Sym Spin
6.0,64.0,8.61,36.8,4.377,1.919,3.2,Sym Spin
6.0,63.0,8.59,36.5,4.301,1.952,3.1,Sym Spin
6.0,62.0,8.57,36.2,4.222,1.982,3.1,Sym Spin
6.0,61.0,8.55,35.9,4.141,2.008,3.0,Sym Spin
6.0,60.0,8.52,35.6,4.058,2.029,2.9,Sym Spin
6.0,149.6,3.26,117.1,3.468,-2.992,0.5,OPTDN Sym Spin
6.0,180.0,2.91,180.0,2.826,-2.826,0.0,Poled Asym
6.0,179.0,2.90,178.0,2.833,-2.833,0.0,Poled Asym
6.0,178.0,2.90,176.0,2.841,-2.839,0.1,Poled Asym
6.0,177.0,2.89,174.0,2.850,-2.846,0.1,Poled Asym
6.0,176.0,2.89,172.0,2.859,-2.852,0.1,Poled Asym
6.0,175.0,2.89,170.0,2.869,-2.858,0.1,Poled Asym
6.0,174.0,2.89,168.0,2.880,-2.865,0.1,Poled Asym
6.0,173.0,2.89,166.0,2.893,-2.872,0.1,Poled Asym
6.0,172.0,2.89,163.9,2.907,-2.879,0.1,Poled Asym
6.0,171.0,2.89,161.9,2.921,-2.885,0.1,Poled Asym
6.0,170.0,2.89,159.8,2.936,-2.892,0.2,Poled Asym
6.0,169.0,2.89,157.8,2.953,-2.898,0.2,Poled Asym
6.0,168.0,2.90,155.7,2.970,-2.905,0.2,Poled Asym
6.0,167.0,2.90,153.6,2.988,-2.912,0.2,Poled Asym
6.0,166.0,2.91,151.5,3.007,-2.918,0.2,Poled Asym
6.0,165.0,2.92,149.4,3.027,-2.924,0.2,Poled Asym
6.0,164.0,2.93,147.3,3.049,-2.930,0.2,Poled Asym
6.0,163.0,2.94,145.2,3.071,-2.937,0.2,Poled Asym
6.0,162.0,2.95,143.1,3.094,-2.943,0.3,Poled Asym
6.0,161.0,2.97,141.0,3.118,-2.949,0.3,Poled Asym
6.0,160.0,2.98,138.9,3.144,-2.954,0.3,Poled Asym
6.0,159.0,3.00,136.7,3.170,-2.960,0.3,Poled Asym
6.0,158.0,3.02,134.6,3.198,-2.965,0.3,Poled Asym
6.0,157.0,3.04,132.5,3.226,-2.970,0.3,Poled Asym
6.0,156.0,3.06,130.4,3.256,-2.974,0.4,Poled Asym
6.0,155.0,3.09,128.3,3.287,-2.979,0.4,Poled Asym
6.0,154.0,3.11,126.1,3.319,-2.983,0.4,Poled Asym
6.0,153.0,3.14,124.0,3.353,-2.987,0.4,Poled Asym
6.0,152.0,3.17,121.9,3.387,-2.991,0.4,Poled Asym
6.0,151.0,3.21,119.8,3.422,-2.993,0.5,Poled Asym
6.0,150.0,3.24,117.8,3.458,-2.995,0.5,Poled Asym
6.0,149.0,3.28,115.7,3.495,-2.996,0.5,Poled Asym
6.0,148.0,3.32,113.7,3.533,-2.996,0.5,Poled Asym
6.0,147.0,3.36,111.6,3.572,-2.995,0.6,Poled Asym
6.0,146.0,3.41,109.6,3.611,-2.994,0.6,Poled Asym
6.0,145.0,3.45,107.6,3.652,-2.992,0.6,Poled Asym
6.0,144.0,3.50,105.7,3.694,-2.988,0.6,Poled Asym
6.0,143.0,3.55,103.7,3.737,-2.984,0.7,Poled Asym
6.0,142.0,3.61,101.8,3.781,-2.979,0.7,Poled Asym
6.0,141.0,3.66,99.9,3.826,-2.973,0.7,Poled Asym
6.0,140.0,3.72,98.1,3.872,-2.966,0.8,Poled Asym
6.0,139.0,3.78,96.2,3.919,-2.958,0.8,Poled Asym
6.0,138.0,3.85,94.4,3.968,-2.949,0.8,Poled Asym
6.0,137.0,3.92,92.6,4.018,-2.939,0.9,Poled Asym
6.0,136.0,3.98,90.8,4.069,-2.927,0.9,Poled Asym
6.0,135.0,4.06,89.1,4.122,-2.914,1.0,Poled Asym
6.0,134.0,4.13,87.3,4.176,-2.901,1.0,Poled Asym
6.0,133.0,4.21,85.6,4.231,-2.886,1.1,Poled Asym
6.0,132.0,4.29,84.0,4.289,-2.870,1.1,Poled Asym
6.0,131.0,4.37,82.3,4.347,-2.852,1.2,Poled Asym
6.0,130.0,4.45,80.7,4.406,-2.832,1.2,Poled Asym
6.0,129.0,4.54,79.1,4.465,-2.810,1.3,Poled Asym
6.0,128.0,4.63,77.6,4.523,-2.784,1.3,Poled Asym
6.0,127.0,4.72,76.2,4.580,-2.756,1.4,Poled Asym
6.0,126.0,4.81,74.8,4.636,-2.725,1.5,Poled Asym
6.0,125.0,4.90,73.4,4.690,-2.690,1.5,Poled Asym
6.0,124.0,5.00,72.1,4.743,-2.652,1.6,Poled Asym
6.0,123.0,5.09,70.9,4.794,-2.611,1.7,Poled Asym
6.0,122.0,5.19,69.6,4.843,-2.566,1.7,Poled Asym
6.0,121.0,5.28,68.5,4.891,-2.519,1.8,Poled Asym
6.0,120.0,5.38,67.4,4.938,-2.469,1.9,Poled Asym
6.0,119.0,5.48,66.3,4.983,-2.416,2.0,Poled Asym
6.0,118.0,5.58,65.2,5.026,-2.360,2.0,Poled Asym
6.0,117.0,5.67,64.2,5.068,-2.301,2.1,Poled Asym
6.0,116.0,5.77,63.3,5.107,-2.239,2.2,Poled Asym
6.0,115.0,5.87,62.4,5.144,-2.174,2.2,Poled Asym
6.0,114.0,5.96,61.5,5.178,-2.106,2.3,Poled Asym
6.0,113.0,6.06,60.6,5.210,-2.036,2.4,Poled Asym
6.0,112.0,6.15,59.8,5.240,-1.963,2.4,Poled Asym
6.0,111.0,6.24,59.0,5.269,-1.888,2.5,Poled Asym
6.0,110.0,6.34,58.2,5.296,-1.811,2.6,Poled Asym
6.0,109.0,6.43,57.5,5.321,-1.732,2.6,Poled Asym
6.0,108.0,6.52,56.7,5.345,-1.652,2.7,Poled Asym
6.0,107.0,6.61,56.0,5.367,-1.569,2.8,Poled Asym
6.0,106.0,6.70,55.3,5.387,-1.485,2.8,Poled Asym
6.0,105.0,6.79,54.7,5.406,-1.399,2.9,Poled Asym
6.0,104.0,6.87,54.0,5.424,-1.312,3.0,Poled Asym
6.0,103.0,6.96,53.4,5.441,-1.224,3.0,Poled Asym
6.0,102.0,7.05,52.7,5.456,-1.134,3.1,Poled Asym
6.0,101.0,7.13,52.1,5.470,-1.044,3.2,Poled Asym
6.0,100.0,7.21,51.5,5.483,-0.952,3.2,Poled Asym
6.0,99.0,7.29,50.9,5.495,-0.859,3.3,Poled Asym
6.0,98.0,7.38,50.3,5.505,-0.766,3.4,Poled Asym
6.0,97.0,7.45,49.7,5.514,-0.672,3.4,Poled Asym
6.0,96.0,7.53,49.2,5.522,-0.577,3.5,Poled Asym
6.0,95.0,7.61,48.6,5.528,-0.482,3.5,Poled Asym
6.0,94.0,7.69,48.0,5.540,-0.386,3.6,Poled Asym
6.0,93.0,7.76,47.5,5.542,-0.290,3.7,Poled Asym
6.0,92.0,7.83,46.9,5.543,-0.193,3.8,Poled Asym
6.0,91.0,7.90,46.4,5.542,-0.097,3.8,Poled Asym
6.0,90.0,7.97,45.9,5.539,0.000,3.9,Poled Asym
6.0,89.0,8.04,45.4,5.535,0.097,3.9,Poled Asym
6.0,88.0,8.10,44.9,5.530,0.193,4.0,Poled Asym
6.0,87.0,8.17,44.4,5.523,0.289,4.1,Poled Asym
6.0,86.0,8.23,44.0,5.514,0.385,4.1,Poled Asym
6.0,85.0,8.29,43.5,5.503,0.480,4.2,Poled Asym
6.0,84.0,8.34,43.0,5.490,0.574,4.2,Poled Asym
6.0,83.0,8.40,42.6,5.474,0.667,4.3,Poled Asym
6.0,82.0,8.45,42.2,5.457,0.760,4.3,Poled Asym
6.0,81.0,8.50,41.7,5.437,0.851,4.4,Poled Asym
6.0,80.0,8.54,41.3,5.415,0.940,4.4,Poled Asym
6.0,79.0,8.59,40.9,5.391,1.029,4.4,Poled Asym
6.0,78.0,8.63,40.5,5.364,1.115,4.5,Poled Asym
6.0,77.0,8.66,40.1,5.334,1.200,4.5,Poled Asym
6.0,76.0,8.70,39.7,5.303,1.283,4.5,Poled Asym
6.0,75.0,8.73,39.3,5.268,1.364,4.5,Poled Asym
6.0,74.0,8.76,38.9,5.232,1.442,4.5,Poled Asym
6.0,73.0,8.79,38.5,5.194,1.519,4.5,Poled Asym
6.0,72.0,8.81,38.1,5.154,1.593,4.5,Poled Asym
6.0,71.0,8.84,37.8,5.112,1.664,4.4,Poled Asym
6.0,70.0,8.86,37.4,5.070,1.734,4.4,Poled Asym
6.0,69.0,8.88,37.0,5.026,1.801,4.4,Poled Asym
6.0,68.0,8.89,36.6,4.982,1.866,4.3,Poled Asym
6.0,67.0,8.91,36.3,4.937,1.929,4.3,Poled Asym
6.0,66.0,8.92,35.9,4.891,1.989,4.3,Poled Asym
6.0,65.0,8.93,35.5,4.844,2.047,4.2,Poled Asym
6.0,64.0,8.94,35.1,4.796,2.102,4.2,Poled Asym
6.0,63.0,8.95,34.7,4.746,2.155,4.2,Poled Asym
6.0,62.0,8.95,34.4,4.694,2.204,4.1,Poled Asym
6.0,61.0,8.96,34.0,4.640,2.250,4.1,Poled Asym
6.0,60.0,8.95,33.6,4.583,2.291,4.0,Poled Asym
6.0,148.4,3.30,114.4,3.519,-2.996,0.5,OPTDN Poled Asym
6.0,180.0,2.95,180.0,2.635,-2.635,0.1,Jib
6.0,179.0,2.94,178.1,2.647,-2.647,0.1,Jib
6.0,178.0,2.93,176.2,2.659,-2.658,0.1,Jib
6.0,177.0,2.92,174.3,2.672,-2.668,0.1,Jib
6.0,176.0,2.91,172.3,2.684,-2.678,0.1,Jib
6.0,175.0,2.91,170.4,2.697,-2.687,0.1,Jib
6.0,174.0,2.90,168.4,2.710,-2.695,0.1,Jib
6.0,173.0,2.90,166.4,2.723,-2.703,0.2,Jib
6.0,172.0,2.90,164.5,2.737,-2.710,0.2,Jib
6.0,171.0,2.90,162.5,2.750,-2.716,0.2,Jib
6.0,170.0,2.90,160.5,2.764,-2.722,0.2,Jib
6.0,169.0,2.91,158.5,2.777,-2.726,0.2,Jib
6.0,168.0,2.91,156.5,2.791,-2.730,0.2,Jib
6.0,167.0,2.92,154.5,2.804,-2.732,0.2,Jib
6.0,166.0,2.93,152.5,2.818,-2.734,0.3,Jib
6.0,165.0,2.94,150.6,2.832,-2.735,0.3,Jib
6.0,164.0,2.95,148.6,2.846,-2.735,0.3,Jib
6.0,163.0,2.97,146.6,2.860,-2.735,0.3,Jib
6.0,162.0,2.99,144.7,2.874,-2.733,0.3,Jib
6.0,161.0,3.00,142.8,2.888,-2.731,0.3,Jib
6.0,160.0,3.02,140.8,2.902,-2.727,0.3,Jib
6.0,159.0,3.05,138.9,2.917,-2.723,0.4,Jib
6.0,158.0,3.07,137.0,2.932,-2.719,0.4,Jib
6.0,157.0,3.09,135.1,2.947,-2.713,0.4,Jib
6.0,156.0,3.12,133.3,2.963,-2.707,0.4,Jib
6.0,155.0,3.15,131.4,2.979,-2.700,0.4,Jib
6.0,154.0,3.18,129.6,2.996,-2.693,0.4,Jib
6.0,153.0,3.21,127.7,3.014,-2.685,0.4,Jib
6.0,152.0,3.24,125.9,3.032,-2.677,0.5,Jib
6.0,151.0,3.27,124.1,3.051,-2.668,0.5,Jib
6.0,150.0,3.30,122.3,3.070,-2.659,0.5,Jib
6.0,149.0,3.34,120.5,3.090,-2.649,0.5,Jib
6.0,148.0,3.38,118.8,3.111,-2.638,0.5,Jib
6.0,147.0,3.41,117.0,3.132,-2.627,0.5,Jib
6.0,146.0,3.45,115.3,3.155,-2.615,0.5,Jib
6.0,145.0,3.49,113.6,3.178,-2.603,0.6,Jib
6.0,144.0,3.54,111.8,3.203,-2.591,0.6,Jib
6.0,143.0,3.58,110.1,3.228,-2.578,0.6,Jib
6.0,142.0,3.62,108.4,3.256,-2.566,0.6,Jib
6.0,141.0,3.67,106.7,3.285,-2.553,0.6,Jib
6.0,140.0,3.72,105.0,3.316,-2.540,0.6,Jib
6.0,139.0,3.76,103.3,3.349,-2.527,0.7,Jib
6.0,138.0,3.81,101.6,3.384,-2.515,0.7,Jib
6.0,137.0,3.87,99.9,3.421,-2.502,0.7,Jib
6.0,136.0,3.92,98.2,3.461,-2.489,0.7,Jib
6.0,135.0,3.97,96.4,3.503,-2.477,0.7,Jib
6.0,134.0,4.03,94.7,3.548,-2.465,0.8,Jib
6.0,133.0,4.09,93.0,3.595,-2.452,0.8,Jib
6.0,132.0,4.15,91.3,3.645,-2.439,0.8,Jib
6.0,131.0,4.21,89.5,3.697,-2.426,0.8,Jib
6.0,130.0,4.28,87.8,3.752,-2.412,0.9,Jib
6.0,129.0,4.35,86.1,3.808,-2.396,0.9,Jib
6.0,128.0,4.42,84.4,3.866,-2.380,1.0,Jib
6.0,127.0,4.49,82.8,3.925,-2.362,1.0,Jib
6.0,126.0,4.57,81.1,3.985,-2.343,1.0,Jib
6.0,125.0,4.65,79.5,4.047,-2.321,1.1,Jib
6.0,124.0,4.73,78.0,4.108,-2.297,1.1,Jib
6.0,123.0,4.82,76.4,4.171,-2.272,1.2,Jib
6.0,122.0,4.90,74.9,4.233,-2.243,1.2,Jib
6.0,121.0,4.99,73.5,4.295,-2.212,1.3,Jib
6.0,120.0,5.08,72.1,4.357,-2.178,1.3,Jib
6.0,119.0,5.17,70.7,4.417,-2.141,1.4,Jib
6.0,118.0,5.27,69.4,4.474,-2.101,1.4,Jib
6.0,117.0,5.36,68.1,4.530,-2.057,1.5,Jib
6.0,116.0,5.45,66.9,4.583,-2.009,1.6,Jib
6.0,115.0,5.55,65.8,4.634,-1.958,1.6,Jib
6.0,114.0,5.64,64.7,4.682,-1.904,1.7,Jib
6.0,113.0,5.74,63.6,4.728,-1.847,1.7,Jib
6.0,112.0,5.83,62.6,4.772,-1.788,1.8,Jib
6.0,111.0,5.92,61.6,4.815,-1.726,1.9,Jib
6.0,110.0,6.02,60.7,4.857,-1.661,1.9,Jib
6.0,109.0,6.11,59.7,4.898,-1.595,2.0,Jib
6.0,108.0,6.21,58.8,4.937,-1.526,2.0,Jib
6.0,107.0,6.30,57.9,4.976,-1.455,2.1,Jib
6.0,106.0,6.39,57.1,5.014,-1.382,2.2,Jib
6.0,105.0,6.49,56.2,5.050,-1.307,2.2,Jib
6.0,104.0,6.58,55.4,5.086,-1.230,2.3,Jib
6.0,103.0,6.67,54.6,5.120,-1.152,2.4,Jib
6.0,102.0,6.76,53.8,5.153,-1.071,2.4,Jib
6.0,101.0,6.85,53.1,5.183,-0.989,2.5,Jib
6.0,100.0,6.94,52.3,5.212,-0.905,2.5,Jib
6.0,99.0,7.03,51.6,5.238,-0.819,2.6,Jib
6.0,98.0,7.12,50.9,5.262,-0.732,2.7,Jib
6.0,97.0,7.20,50.2,5.284,-0.644,2.7,Jib
6.0,96.0,7.29,49.6,5.305,-0.554,2.8,Jib
6.0,95.0,7.37,49.0,5.323,-0.464,2.8,Jib
6.0,94.0,7.46,48.3,5.348,-0.373,2.9,Jib
6.0,93.0,7.53,47.7,5.360,-0.280,2.9,Jib
6.0,92.0,7.61,47.1,5.370,-0.187,3.0,Jib
6.0,91.0,7.68,46.5,5.379,-0.094,3.0,Jib
6.0,90.0,7.76,46.0,5.386,0.000,3.1,Jib
6.0,89.0,7.83,45.4,5.391,0.094,3.1,Jib
6.0,88.0,7.90,44.9,5.395,0.188,3.2,Jib
6.0,87.0,7.97,44.4,5.397,0.283,3.2,Jib
6.0,86.0,8.03,43.9,5.398,0.377,3.3,Jib
6.0,85.0,8.10,43.3,5.398,0.470,3.3,Jib
6.0,84.0,8.16,42.8,5.395,0.564,3.3,Jib
6.0,83.0,8.22,42.3,5.392,0.657,3.4,Jib
6.0,82.0,8.28,41.8,5.387,0.750,3.4,Jib
6.0,81.0,8.34,41.4,5.380,0.842,3.5,Jib
6.0,80.0,8.39,40.9,5.372,0.933,3.5,Jib
6.0,79.0,8.45,40.4,5.363,1.023,3.5,Jib
6.0,78.0,8.50,39.9,5.352,1.113,3.6,Jib
6.0,77.0,8.55,39.5,5.339,1.201,3.6,Jib
6.0,76.0,8.60,39.0,5.325,1.288,3.6,Jib
6.0,75.0,8.64,38.5,5.309,1.374,3.6,Jib
6.0,74.0,8.69,38.1,5.292,1.459,3.7,Jib
6.0,73.0,8.73,37.7,5.273,1.542,3.7,Jib
6.0,72.0,8.77,37.2,5.253,1.623,3.7,Jib
6.0,71.0,8.80,36.8,5.230,1.703,3.7,Jib
6.0,70.0,8.84,36.3,5.207,1.781,3.7,Jib
6.0,69.0,8.87,35.9,5.181,1.857,3.8,Jib
6.0,68.0,8.90,35.5,5.154,1.931,3.8,Jib
6.0,67.0,8.93,35.1,5.125,2.003,3.8,Jib
6.0,66.0,8.96,34.6,5.095,2.072,3.8,Jib
6.0,65.0,8.98,34.2,5.064,2.140,3.8,Jib
6.0,64.0,9.00,33.8,5.031,2.206,3.8,Jib
6.0,63.0,9.03,33.4,4.997,2.269,3.8,Jib
6.0,62.0,9.04,33.0,4.962,2.330,3.8,Jib
6.0,61.0,9.06,32.6,4.925,2.388,3.8,Jib
6.0,60.0,9.07,32.1,4.887,2.443,3.8,Jib
6.0,59.0,9.08,31.7,4.847,2.496,3.8,Jib
6.0,58.0,9.09,31.3,4.805,2.546,3.8,Jib
6.0,57.0,9.10,30.9,4.761,2.593,3.8,Jib
6.0,56.0,9.10,30.5,4.714,2.636,3.8,Jib
6.0,55.0,9.10,30.1,4.665,2.676,3.8,Jib
6.0,54.0,9.09,29.7,4.612,2.711,3.8,Jib
6.0,53.0,9.08,29.3,4.554,2.741,3.8,Jib
6.0,52.0,9.07,29.0,4.492,2.766,3.7,Jib
6.0,51.0,9.05,28.6,4.426,2.785,3.7,Jib
6.0,50.0,9.02,28.3,4.354,2.799,3.7,Jib
6.0,49.0,8.99,27.9,4.277,2.806,3.7,Jib
6.0,48.0,8.95,27.6,4.196,2.808,3.6,Jib
6.0,47.0,8.91,27.2,4.111,2.804,3.6,Jib
6.0,46.0,8.86,26.9,4.021,2.793,3.6,Jib
6.0,45.0,8.81,26.6,3.926,2.776,3.5,Jib
6.0,44.0,8.75,26.3,3.825,2.751,3.5,Jib
6.0,43.0,8.68,26.0,3.718,2.719,3.4,Jib
6.0,42.0,8.61,25.7,3.606,2.680,3.2,Jib
6.0,41.0,8.53,25.4,3.490,2.634,3.1,Jib
6.0,40.0,8.44,25.1,3.367,2.579,3.0,Jib
6.0,39.0,8.35,24.9,3.239,2.517,2.9,Jib
6.0,38.0,8.25,24.6,3.104,2.446,2.8,Jib
6.0,37.0,8.14,24.3,2.960,2.364,2.6,Jib
6.0,36.0,8.02,24.1,2.807,2.271,2.5,Jib
6.0,35.0,7.89,23.9,2.640,2.163,2.3,Jib
6.0,34.0,7.74,23.8,2.456,2.036,2.2,Jib
6.0,33.0,7.56,23.7,2.245,1.883,2.0,Jib
6.0,164.4,2.95,149.3,2.840,-2.735,0.3,Jib OPTDN
6.0,180.0,2.80,180.0,2.795,-2.795,0.0,Poled Jib
6.0,179.0,2.79,178.0,2.807,-2.806,0.0,Poled Jib
6.0,178.0,2.78,176.0,2.821,-2.819,0.0,Poled Jib
6.0,177.0,2.77,173.9,2.836,-2.832,0.0,Poled Jib
6.0,176.0,2.76,171.9,2.851,-2.844,0.0,Poled Jib
6.0,175.0,2.75,169.8,2.866,-2.855,0.0,Poled Jib
6.0,174.0,2.75,167.7,2.880,-2.865,0.0,Poled Jib
6.0,173.0,2.75,165.6,2.893,-2.871,0.0,Poled Jib
6.0,172.0,2.75,163.6,2.903,-2.875,0.0,Poled Jib
6.0,171.0,2.76,161.5,2.910,-2.874,0.0,Poled Jib
